"field" "id" "type" "subtype" "period" "route"
"1447" "LMC-SC4" 296000 "B" "B2" 4.13355 "./data/LMC-SC4-296000.dat"
"1448" "LMC-SC4" 296023 "B" "B1" 3.54545 "./data/LMC-SC4-296023.dat"
"1449" "LMC-SC4" 257644 "B" "B1" 3.1323 "./data/LMC-SC4-257644.dat"
"1450" "LMC-SC4" 295966 "A" "A1" 7.51664 "./data/LMC-SC4-295966.dat"
"1451" "LMC-SC4" 305691 "C" "C1" 7.45743 "./data/LMC-SC4-305691.dat"
"1452" "LMC-SC4" 257687 "B" "B2" 2.70653 "./data/LMC-SC4-257687.dat"
"1453" "LMC-SC4" 271225 "B" "B1" 4.94263 "./data/LMC-SC4-271225.dat"
"1454" "LMC-SC4" 264185 "C" "C1" 7.17089 "./data/LMC-SC4-264185.dat"
"1455" "LMC-SC4" 271200 "B" "B1" 28.09916 "./data/LMC-SC4-271200.dat"
"1456" "LMC-SC4" 245640 "B" "B2" 4.15738 "./data/LMC-SC4-245640.dat"
"1457" "LMC-SC4" 417848 "C" "C1" 5.88305 "./data/LMC-SC4-417848.dat"
"1458" "LMC-SC4" 391242 "A" "A2" 4.47607 "./data/LMC-SC4-391242.dat"
"1459" "LMC-SC4" 417853 "C" "C2" 8.07404 "./data/LMC-SC4-417853.dat"
"1460" "LMC-SC4" 363465 "B" "B1" 3.16597 "./data/LMC-SC4-363465.dat"
"1461" "LMC-SC4" 391223 "B" "B1" 4.46457 "./data/LMC-SC4-391223.dat"
"1462" "LMC-SC4" 391365 "B" "B1" 1.58177 "./data/LMC-SC4-391365.dat"
"1463" "LMC-SC4" 436115 "B" "B2" 2.73682 "./data/LMC-SC4-436115.dat"
"1464" "LMC-SC4" 408742 "C" "C1" 7.07075 "./data/LMC-SC4-408742.dat"
"1465" "LMC-SC4" 417850 "C" "C1" 7.37301 "./data/LMC-SC4-417850.dat"
"1466" "LMC-SC4" 369748 "B" "B2" 2.49486 "./data/LMC-SC4-369748.dat"
"1467" "LMC-SC3" 5709 "B" "B2" 2.49501 "./data/LMC-SC3-5709.dat"
"1468" "LMC-SC3" 53226 "C" "C1" 7.49502 "./data/LMC-SC3-53226.dat"
"1469" "LMC-SC4" 417847 "C" "C1" 7.49402 "./data/LMC-SC4-417847.dat"
"1470" "LMC-SC3" 44256 "C" "C1" 7.32001 "./data/LMC-SC3-44256.dat"
"1471" "LMC-SC4" 408738 "C" "C1" 7.32026 "./data/LMC-SC4-408738.dat"
"1472" "LMC-SC3" 35297 "B" "B1" 3.70896 "./data/LMC-SC3-35297.dat"
"1473" "LMC-SC4" 399429 "B" "B2" 3.70882 "./data/LMC-SC4-399429.dat"
"1474" "LMC-SC3" 26910 "C" "C1" 15.84364 "./data/LMC-SC3-26910.dat"
"1475" "LMC-SC3" 11987 "B" "B1" 2.76209 "./data/LMC-SC3-11987.dat"
"1476" "LMC-SC3" 62624 "C" "C2" 7.44175 "./data/LMC-SC3-62624.dat"
"1477" "LMC-SC3" 44391 "B" "B1" 2.53947 "./data/LMC-SC3-44391.dat"
"1478" "LMC-SC3" 153983 "B" "B1" 3.42085 "./data/LMC-SC3-153983.dat"
"1479" "LMC-SC3" 194767 "B" "B1" 2.95984 "./data/LMC-SC3-194767.dat"
"1480" "LMC-SC3" 162132 "C" "C2" 7.22656 "./data/LMC-SC3-162132.dat"
"1481" "LMC-SC3" 153982 "B" "B1" 5.04483 "./data/LMC-SC3-153982.dat"
"1482" "LMC-SC3" 170205 "A" "A1" 7.57042 "./data/LMC-SC3-170205.dat"
"1483" "LMC-SC3" 201465 "B" "B1" 4.0109 "./data/LMC-SC3-201465.dat"
"1484" "LMC-SC3" 170203 "A" "A1" 6.89411 "./data/LMC-SC3-170203.dat"
"1485" "LMC-SC3" 194729 "A" "A1" 5.84811 "./data/LMC-SC3-194729.dat"
"1486" "LMC-SC3" 194754 "B" "B1" 3.5574 "./data/LMC-SC3-194754.dat"
"1487" "LMC-SC3" 153951 "C" "C1" 12.26284 "./data/LMC-SC3-153951.dat"
"1488" "LMC-SC3" 170248 "A" "A1" 5.29412 "./data/LMC-SC3-170248.dat"
"1489" "LMC-SC3" 162135 "C" "C1" 6.51736 "./data/LMC-SC3-162135.dat"
"1490" "LMC-SC3" 282040 "B" "B1" 4.11585 "./data/LMC-SC3-282040.dat"
"1491" "LMC-SC3" 250776 "B" "B1" 4.6132 "./data/LMC-SC3-250776.dat"
"1492" "LMC-SC3" 328748 "B" "B1" 2.57431 "./data/LMC-SC3-328748.dat"
"1493" "LMC-SC3" 317016 "C" "C1" 7.41376 "./data/LMC-SC3-317016.dat"
"1494" "LMC-SC3" 322990 "B" "B1" 4.68196 "./data/LMC-SC3-322990.dat"
"1495" "LMC-SC3" 230821 "B" "B1" 3.09365 "./data/LMC-SC3-230821.dat"
"1496" "LMC-SC3" 444282 "B" "B1" 6.227 "./data/LMC-SC3-444282.dat"
"1497" "LMC-SC3" 368172 "B" "B1" 4.92028 "./data/LMC-SC3-368172.dat"
"1498" "LMC-SC3" 384989 "B" "B1" 5.93843 "./data/LMC-SC3-384989.dat"
"1499" "LMC-SC3" 393051 "B" "B1" 5.33739 "./data/LMC-SC3-393051.dat"
"1500" "LMC-SC3" 421504 "B" "B1" 4.40963 "./data/LMC-SC3-421504.dat"
"1501" "LMC-SC2" 55470 "C" "C1" 15.99137 "./data/LMC-SC2-55470.dat"
"1502" "LMC-SC3" 384972 "C" "C1" 15.9918 "./data/LMC-SC3-384972.dat"
"1503" "LMC-SC2" 47348 "C" "C1" 6.29131 "./data/LMC-SC2-47348.dat"
"1504" "LMC-SC3" 376576 "C" "C1" 6.29183 "./data/LMC-SC3-376576.dat"
"1505" "LMC-SC2" 108984 "C" "C1" 23.0445 "./data/LMC-SC2-108984.dat"
"1506" "LMC-SC2" 31081 "B" "B1" 2.70994 "./data/LMC-SC2-31081.dat"
"1507" "LMC-SC2" 78835 "B" "B1" 2.58776 "./data/LMC-SC2-78835.dat"
"1508" "LMC-SC2" 91891 "B" "B1" 4.16669 "./data/LMC-SC2-91891.dat"
"1509" "LMC-SC2" 39433 "B" "B1" 1.70727 "./data/LMC-SC2-39433.dat"
"1510" "LMC-SC2" 97934 "B" "B1" 10.99009 "./data/LMC-SC2-97934.dat"
"1511" "LMC-SC2" 47399 "B" "B1" 4.20686 "./data/LMC-SC2-47399.dat"
"1512" "LMC-SC2" 30960 "B" "B1" 5.48745 "./data/LMC-SC2-30960.dat"
"1513" "LMC-SC2" 180132 "C" "C1" 7.09089 "./data/LMC-SC2-180132.dat"
"1514" "LMC-SC2" 213961 "B" "B1" 3.49624 "./data/LMC-SC2-213961.dat"
"1515" "LMC-SC2" 180138 "C" "C2" 7.55023 "./data/LMC-SC2-180138.dat"
"1516" "LMC-SC2" 172934 "C" "C1" 5.99282 "./data/LMC-SC2-172934.dat"
"1517" "LMC-SC2" 127932 "B" "B1" 3.59714 "./data/LMC-SC2-127932.dat"
"1518" "LMC-SC2" 172969 "B" "B1" 3.24087 "./data/LMC-SC2-172969.dat"
"1519" "LMC-SC2" 158664 "C" "C1" 7.02416 "./data/LMC-SC2-158664.dat"
"1520" "LMC-SC2" 198723 "B" "B1" 4.65685 "./data/LMC-SC2-198723.dat"
"1521" "LMC-SC2" 114109 "B" "B1" 3.44827 "./data/LMC-SC2-114109.dat"
"1522" "LMC-SC2" 180167 "B" "B2" 4.87459 "./data/LMC-SC2-180167.dat"
"1523" "LMC-SC2" 203856 "B" "B1" 4.64137 "./data/LMC-SC2-203856.dat"
"1524" "LMC-SC2" 143098 "B" "B1" 4.22704 "./data/LMC-SC2-143098.dat"
"1525" "LMC-SC2" 114148 "A" "A2" 2.89337 "./data/LMC-SC2-114148.dat"
"1526" "LMC-SC2" 270295 "B" "B1" 5.97702 "./data/LMC-SC2-270295.dat"
"1527" "LMC-SC2" 300414 "B" "B1" 4.83439 "./data/LMC-SC2-300414.dat"
"1528" "LMC-SC2" 270322 "B" "B2" 3.40891 "./data/LMC-SC2-270322.dat"
"1529" "LMC-SC2" 232835 "B" "B2" 4.63835 "./data/LMC-SC2-232835.dat"
"1530" "LMC-SC2" 263498 "A" "A1" 3.88073 "./data/LMC-SC2-263498.dat"
"1531" "LMC-SC2" 263407 "B" "B1" 4.62829 "./data/LMC-SC2-263407.dat"
"1532" "LMC-SC2" 263427 "B" "B2" 3.30708 "./data/LMC-SC2-263427.dat"
"1533" "LMC-SC2" 263411 "B" "B1" 3.38053 "./data/LMC-SC2-263411.dat"
"1534" "LMC-SC2" 256115 "B" "B1" 4.13265 "./data/LMC-SC2-256115.dat"
"1535" "LMC-SC2" 240715 "B" "B1" 2.52449 "./data/LMC-SC2-240715.dat"
"1536" "LMC-SC2" 270310 "B" "B1" 3.76869 "./data/LMC-SC2-270310.dat"
"1537" "LMC-SC2" 218989 "B" "B2" 1.77413 "./data/LMC-SC2-218989.dat"
"1538" "LMC-SC2" 385324 "B" "B2" 2.97119 "./data/LMC-SC2-385324.dat"
"1539" "LMC-SC2" 396425 "B" "B2" 3.71275 "./data/LMC-SC2-396425.dat"
"1540" "LMC-SC2" 334165 "B" "B2" 3.29488 "./data/LMC-SC2-334165.dat"
"1541" "LMC-SC2" 357849 "B" "B1" 3.77557 "./data/LMC-SC2-357849.dat"
"1542" "LMC-SC2" 365517 "B" "B2" 2.94251 "./data/LMC-SC2-365517.dat"
"1543" "LMC-SC2" 357821 "B" "B2" 4.29598 "./data/LMC-SC2-357821.dat"
"1544" "LMC-SC2" 365468 "C" "C1" 5.73729 "./data/LMC-SC2-365468.dat"
"1545" "LMC-SC2" 385301 "B" "B2" 3.34383 "./data/LMC-SC2-385301.dat"
"1546" "LMC-SC1" 31577 "A" "A2" 2.73145 "./data/LMC-SC1-31577.dat"
"1547" "LMC-SC2" 334104 "B" "B2" 2.73179 "./data/LMC-SC2-334104.dat"
"1548" "LMC-SC1" 31612 "B" "B2" 3.28489 "./data/LMC-SC1-31612.dat"
"1549" "LMC-SC2" 334077 "B" "B2" 3.28477 "./data/LMC-SC2-334077.dat"
"1550" "LMC-SC2" 357856 "B" "B1" 4.65487 "./data/LMC-SC2-357856.dat"
"1551" "LMC-SC1" 51886 "B" "B1" 4.65494 "./data/LMC-SC1-51886.dat"
"1552" "LMC-SC1" 44657 "B" "B1" 4.01588 "./data/LMC-SC1-44657.dat"
"1553" "LMC-SC2" 349919 "B" "B1" 4.01578 "./data/LMC-SC2-349919.dat"
"1554" "LMC-SC1" 25418 "B" "B1" 2.11207 "./data/LMC-SC1-25418.dat"
"1555" "LMC-SC1" 25377 "B" "B1" 3.09592 "./data/LMC-SC1-25377.dat"
"1556" "LMC-SC1" 72986 "B" "B2" 4.8008 "./data/LMC-SC1-72986.dat"
"1557" "LMC-SC1" 25359 "B" "B1" 3.39729 "./data/LMC-SC1-25359.dat"
"1558" "LMC-SC1" 158020 "B" "B1" 4.15474 "./data/LMC-SC1-158020.dat"
"1559" "LMC-SC1" 136983 "B" "B1" 4.99589 "./data/LMC-SC1-136983.dat"
"1560" "LMC-SC1" 150925 "B" "B1" 4.29163 "./data/LMC-SC1-150925.dat"
"1561" "LMC-SC1" 118785 "B" "B1" 2.73127 "./data/LMC-SC1-118785.dat"
"1562" "LMC-SC1" 169974 "B" "B2" 4.23637 "./data/LMC-SC1-169974.dat"
"1563" "LMC-SC1" 158087 "B" "B2" 5.26198 "./data/LMC-SC1-158087.dat"
"1564" "LMC-SC1" 174900 "B" "B2" 3.94111 "./data/LMC-SC1-174900.dat"
"1565" "LMC-SC1" 169975 "B" "B1" 3.31084 "./data/LMC-SC1-169975.dat"
"1566" "LMC-SC1" 223119 "B" "B1" 5.06424 "./data/LMC-SC1-223119.dat"
"1567" "LMC-SC1" 217441 "A" "A1" 4.51657 "./data/LMC-SC1-217441.dat"
"1568" "LMC-SC1" 212056 "B" "B1" 5.34595 "./data/LMC-SC1-212056.dat"
"1569" "LMC-SC1" 248025 "B" "B1" 3.11748 "./data/LMC-SC1-248025.dat"
"1570" "LMC-SC1" 212053 "B" "B1" 3.26755 "./data/LMC-SC1-212053.dat"
"1571" "LMC-SC1" 306872 "B" "B1" 3.55525 "./data/LMC-SC1-306872.dat"
"1572" "LMC-SC1" 266530 "B" "B2" 4.11529 "./data/LMC-SC1-266530.dat"
"1573" "LMC-SC1" 312843 "B" "B1" 2.61828 "./data/LMC-SC1-312843.dat"
"1574" "LMC-SC1" 324972 "B" "B1" 4.65729 "./data/LMC-SC1-324972.dat"
"1575" "LMC-SC1" 295713 "B" "B3" 3.43072 "./data/LMC-SC1-295713.dat"
"1576" "LMC-SC1" 275300 "B" "B2" 2.98266 "./data/LMC-SC1-275300.dat"
"1577" "LMC-SC1" 295698 "B" "B1" 2.89982 "./data/LMC-SC1-295698.dat"
